并不比	bbb
打不到车	dbdw
东北大学	dbdx
答不答应	dbdy
对到	dbdz
堆到	dbdzv
都不是	dbe
对不上	dbea
对谁	dbeb
对水	dbeba
兑水	dbebo
地崩山摧	dbec
对手	dbed
对社	dbee
对射	dbeea
倒不是说	dbeei
多不胜数	dbeeu
多办实事	dbeeua
大把时光	dbeg
对不上号	dbeh
倒不是	dbei
搭把手	dbeii
代表说	dbeiv
但不是	dbeivo
对数	dbej
大把时间	dbejv
杜比视界	dbejvv
对视	dbek
对事	dbeka
对说	dbel
等比数列	dbelu
对审	dben
盗版书	dbeo
断背山	dbeoi
对上	dbep
对杀	dbes
大别山	dbev
大半生	dbevo
大白鲨	dbevu
地表水	dbevv
对谁	dbew
待办事项	dbex
断背山下	dbexo
道不拾遗	dbey
大部分	dbf
蛋包饭	dbfa
对半分	dbfao
蛋白质	dbfau
蛋白粉	dbfauo
逮捕法办	dbfb
多不方便	dbfbu
都不知道	dbfd
大部分的	dbfdv
对着	dbfe
对折	dbfea
堆着	dbfev
大部分是	dbfevo
代表着	dbfi
打不中	dbfiv
打比方	dbfivo
对付	dbfj
队服	dbfja
兑付	dbfjo
对峙	dbfk
对质	dbfka
对之	dbfkao
对酌	dbfl
对撞	dbfm
对分	dbfn
对方	dbfp
堆放	dbfpv
大部分人	dbfr
对转	dbft
的部分	dbfu
的办法	dbfua
多保重	dbfui
大比分	dbfv
东北风	dbfvi
大爆炸	dbfvo
大爆发	dbfvoa
地板砖	dbfvv
对非	dbfw
堆肥	dbfwv
对撞	dbfx
对比之下	dbfxa
对比分析	dbfxav
对中	dbfy
队中	dbfya
对照	dbfz
大罢工	dbg
对勾	dbgd
对钩	dbgda
对歌	dbge
队歌	dbgea
底部广告	dbgg
对该	dbgh
电报挂号	dbghi
打不过	dbgi
打边鼓	dbgia
电冰棺	dbgio
党八股	dbgiu
抵不过	dbgiv
对过	dbgl
对国	dbgla
对光	dbgm
斗不过	dbgo
兑卦	dbgq
担保公司	dbgs
对簿公堂	dbgt
对薄公堂	dbgta
躲不过	dbgu
都不敢	dbguv
大半个	dbgv
大包干	dbgvu
地板革	dbgvv
对辊	dbgw
对光	dbgx
对公	dbgy
对攻	dbgya
大半个月	dbgyv
都不会	dbh
队会	dbhb
队徽	dbhba
打不还手	dbhe
堆焊	dbhf
对撼	dbhfa
代表会	dbhi
低保户	dbhii
单笔画键	dbhj
对火	dbhl
单笔划	dbho
单笔画	dbhou
对话	dbhq
对华	dbhqa
大变活人	dbhr
兑换	dbht
对换	dbhta
多边会谈	dbhtu
答辩会	dbhu
的背后	dbhui
的变化	dbhuo
多包涵	dbhuu
都不好	dbhuv
东北虎	dbhv
东北话	dbhvi
大白话	dbhvu
单板滑雪	dbhx
代表会议	dbhy
单吧会员	dbhyo
对号	dbhz
多边合作	dbhzu
到北京	dbj
对劲	dbjb
对襟	dbjba
对进	dbjbav
对焦	dbjc
对角	dbjca
对接	dbjd
对戒	dbjda
都不觉得	dbjdu
对车	dbje
得不偿失	dbjeu
对决	dbjh
低不就	dbji
代办处	dbjia
搭便车	dbjii
电报局	dbjiia
低倍镜	dbjiii
电饼铛	dbjiu
打靶场	dbjiv
打不出	dbjiva
堆聚	dbjj
堆积	dbjk
对极	dbjka
对局	dbjl
对句	dbjla
打不出来	dbjli
对称	dbjn
读不出	dbjo
对唱	dbjp
堆场	dbjpv
对旧	dbjq
堆成	dbjr
对家	dbjs
对价	dbjsa
等不及	dbju
的背景	dbjui
第八届	dbjuu
第八节	dbjuui
第八季	dbjuuu
都不成	dbjuv
东北角	dbjv
大背景	dbjvi
大保健	dbjvii
东北军	dbjvio
豆瓣酱	dbjvo
大白鲸	dbjvu
大不敬	dbjvv
带病坚持	dbjw
兑奖	dbjx
对讲	dbjxa
对奖	dbjxao
的背景下	dbjxu
大病初愈	dbjy
对朝	dbjz
打不开	dbk
对口	dbkd
对课	dbke
大败亏输	dbkev
对看	dbkf
对勘	dbkfa
对开	dbkh
打不垮	dbki
对库	dbkj
都不可能	dbkn
对抗	dbkp
兑款	dbkt
躲不开	dbku
都不可	dbkuv
对空	dbky
对拷	dbkz
大不了	dbl
屌爆了	dbla
队列	dbld
大不列颠	dbldv
大不了的	dbldvv
对了	dble
对另	dblg
兑领	dblgo
打边炉	dbli
对路	dblj
对立	dblk
队里	dblka
队礼	dblkao
对联	dblm
对脸	dblma
对流	dblq
对啦	dbls
第比利斯	dblsu
等比例	dblu
冬不拉	dbluv
短不了	dbluva
都柏林	dbluvv
都不来	dbluvv
达标率	dblv
碉堡了	dblvi
大辩论	dblvo
到不了	dblvv
对垒	dblw
大步流星	dblx
德布罗意	dbly
道不明	dbm
蛋白酶	dbma
都不明白	dbmb
对么	dbme
堆满	dbmf
淡泊明志	dbmfa
队名	dbmg
代表们	dbmi
电报码	dbmii
淡泊名利	dbml
淡薄名利	dbmla
对面	dbmm
大笔买卖	dbmmv
对门	dbmn
对吗	dbms
对骂	dbmsa
对美	dbmw
多边贸易	dbmy
单边贸易	dbmyo
都不能	dbn
蛋白尿	dbna
对您	dbnb
但不能	dbni
对你	dbnk
怼你	dbnka
大半年	dbnv
对内	dbnw
队内	dbnwa
德薄能鲜	dbnx
打保票	dbp
对拼	dbpb
豆瓣评分	dbpf
打包票	dbpi
对否	dbpk
对喷	dbpn
对碰	dbpr
大比拼	dbpv
地不怕	dbpvv
东北平原	dbpy
对跑	dbpz
对不起	dbq
对不住	dbqa
逮捕证	dbqai
对亲	dbqb
夺宝奇兵	dbqbv
对着	dbqe
对折	dbqea
堆着	dbqev
对战	dbqf
堆栈	dbqfv
代表着	dbqi
打爆竹	dbqio
挡不住	dbqiv
对猪	dbqj
调兵遣将	dbqjo
兑取	dbqjov
都不清楚	dbqju
丢兵弃甲	dbqjuu
对齐	dbqk
对其	dbqka
队旗	dbqkao
堆砌	dbqkv
堆起	dbqkvv
顶不住了	dbql
对阵	dbqn
队长	dbqp
对账	dbqpa
对仗	dbqpai
对症	dbqr
对正	dbqra
对证	dbqrao
第八期	dbqu
丢不起	dbquv
的帮助	dbquvi
的标准	dbquvo
躲不起	dbquvv
顶不住	dbqv
东半球	dbqvo
大吧主	dbqvoo
对准	dbqw
的帮助下	dbqx
的标准下	dbqxu
单边主义	dbqy
多边主义	dbqyu
对照	dbqz
倒不如	dbr
倒不如说	dbre
大步如飞	dbrf
代表人	dbri
担保人	dbrii
盗版软件	dbrj
对日	dbrk
队日	dbrka
倒背如流	dbrl
对人	dbrn
怼人	dbrna
大辩若讷	dbrnv
大不如前	dbrq
东北人	dbrv
大不如	dbrvv
代表人物	dbrw
大笔如椽	dbrwv
都不忍心	dbrx
都不容易	dbry
多不容易	dbryu
对比色	dbs
东北三省	dbse
代办所	dbsi
打不死	dbsiv
打比赛	dbsivo
对苏	dbsj
对私	dbsk
大标宋	dbsv
对送	dbsy
打不通	dbt
对比图	dbta
对推	dbtb
对头	dbtd
打遍天下无敌手	dbte
的不同是	dbteu
对谈	dbtf
对听	dbtg
对台	dbth
代表团	dbti
打白条	dbtiu
堆土	dbtj
对天	dbtm
道不同不相为谋	dbtmo
单倍体	dbto
多边谈判	dbtp
对他	dbts
对她	dbtsa
对它	dbtsao
多倍体	dbtu
第八天	dbtuu
的不同	dbtuv
大白天	dbtv
大半天	dbtvo
大部头	dbtvoo
大白兔	dbtvu
大兵团	dbtvui
地包天	dbtvuv
独步天下	dbtx
断壁颓垣	dbty
董必武	dbw
对车	dbwe
都不为过	dbwg
对外	dbwh
搭便车	dbwi
代步车	dbwii
队伍	dbwj
对比文件	dbwja
堆物	dbwjv
对我	dbwl
对床	dbwm
对文	dbwn
对望	dbwp
对穿	dbwt
独步舞	dbwu
大巴车	dbwv
大板车	dbwvv
对位	dbww
对味	dbwwa
队尾	dbwwaa
对床	dbwx
对冲	dbwy
对朝	dbwz
都不行	dbx
对比性	dbxa
大包小包	dbxb
对心	dbxba
对笑	dbxc
对校	dbxca
东奔西窜	dbxcv
堆笑	dbxcvu
对偶	dbxd
对俄	dbxe
对岸	dbxf
弹不虚发	dbxfa
队形	dbxg
大败而归	dbxgv
堆雪	dbxh
代表性	dbxi
电冰箱	dbxio
电白县	dbxiu
短兵相接	dbxj
对儿	dbxja
刀兵相见	dbxjau
对戏	dbxk
兑现	dbxm
对线	dbxma
东奔西跑	dbxp
呆不下去	dbxq
对啊	dbxs
对虾	dbxsa
对旋	dbxt
大不相同	dbxtv
都必须	dbxu
多边形	dbxua
多巴胺	dbxuau
德彪西	dbxui
豆瓣儿	dbxv
杜邦线	dbxvv
对象	dbxx
都不需要	dbxy
东奔西走	dbxz
大半夜	dby
对饮	dbyb
队友	dbyd
大半夜的	dbydv
独步一时	dbye
对眼	dbyf
独霸一方	dbyfu
大饱眼福	dbyfv
对应	dbyg
对曰	dbyh
对月	dbyha
大笔一挥	dbyhv
打不赢	dbyi
大兵压境	dbyj
大病一场	dbyjv
对弈	dbyk
队医	dbyka
对一	dbykav
对于	dbyl
对於	dbyla
对呀	dbys
队员	dbyt
都不要	dbyu
的必要	dbyuo
都不用	dbyuv
大本营	dbyv
东北亚	dbyvi
大暴雨	dbyvo
地板油	dbyvv
大摆筵席	dbyx
对比一下	dbyxa
大不一样	dbyy
都不一样	dbyyu
代表作	dbz
刀把子	dbza
代表资格	dbzg
对在	dbzh
堆在	dbzhv
堆载	dbzhvu
打摆子	dbzi
当婊子	dbzia
对子	dbzk
对座	dbzl
代表作品	dbzp
对赠	dbzr
大饼子	dbzv
电磁波	dcb
掉膘	dcbc
调班	dcbf
雕版	dcbfu
调兵	dcbg
凋败	dcbh
典藏版	dcbi
凋敝	dcbk
吊臂	dcbko
调拨	dcbl
吊膀	dcbp
打擦边球	dcbq
碉堡	dcbz
屌爆	dcbza
掉包	dcbzi
调包	dcbzo
低层次	dcc
调测	dcce
雕残	dccf
凋残	dccfo
多次参加	dccj
吊舱	dccp
多层次	dccu
大辞典	dcd
掉队	dcdb
大慈大悲	dcdbv
调调	dcdc
咚次哒次	dcdco
动次大次	dcdcv
动次打次	dcdcvo
刁斗	dcdd
掉的	dcde
吊顶	dcdg
吊带	dcdh
调度	dcdj
掉地	dcdk
掉电	dcdm
调档	dcdp
吊灯	dcdr
吊打	dcds
掉段	dcdt
大词典	dcdv
调动	dcdy
多才多艺	dcdyu
调到	dcdz
掉到	dcdzi
多彩多姿	dcdzu
断层山	dce
调水	dceb
吊射	dcee
吊扇	dcef
多财善贾	dceg
貂鼠	dcej
吊事	dcek
调式	dceko
吊饰	dcekou
吊式	dcekov
雕饰	dceku
吊审	dcen
叼上	dcep
调上	dcepo
吊绳	dcer
调升	dcero
电磁阀	dcf
吊坠	dcfb
吊着	dcfe
电磁辐射	dcfei
叼着	dcfeo
对错之分	dcff
调职	dcfk
调质	dcfko
调置	dcfkoi
调至	dcfkov
雕琢	dcfl
吊装	dcfm
掉粉	dcfn
掉分	dcfni
调防	dcfp
吊放	dcfpo
掉发	dcfs
屌炸	dcfsa
掉渣	dcfsi
吊发	dcfso
调发	dcfsoa
掉转	dcft
调转	dcfto
躲藏着	dcfu
独裁者	dcfuu
吊装	dcfx
吊钟	dcfy
打草稿	dcg
吊诡	dcgb
吊柜	dcgbo
吊钩	dcgd
钓钩	dcgdi
钓勾	dcgdiu
掉格	dcge
调个	dcgeo
钓竿	dcgf
调干	dcgfo
吊杆	dcgfov
调改	dcgh
吊古	dcgj
调过	dcgl
掉过	dcgli
掉光	dcgm
掉岗	dcgp
吊挂	dcgq
调关	dcgt
调给	dcgw
屌棍	dcgwa
吊棍	dcgwo
掉光	dcgx
调工	dcgy
电磁感应	dcgyi
雕工	dcgyu
调回	dchb
刁悍	dchf
调函	dchfo
调仓换股	dchg
调活	dchl
调货	dchlo
雕花	dchq
刁滑	dchqa
刁横	dchr
调换	dcht
掉换	dchti
吊环	dchto
掉魂	dchw
调号	dchz
电磁场	dcj
掉进	dcjb
调进	dcjbo
德才兼备	dcjbu
吊角	dcjc
调较	dcjco
吊车	dcje
打草惊蛇	dcjei
到此结束	dcjev
貂蝉	dcjf
吊颈	dcjg
搭错车	dcji
调出	dcjj
掉出	dcjji
钓具	dcjjii
调集	dcjk
吊机	dcjko
吊祭	dcjkou
吊具	dcjl
调监	dcjm
钓场	dcjp
雕成	dcjr
吊秤	dcjro
掉价	dcjs
吊架	dcjso
雕镌	dcjt
地磁极	dcjv
得寸进尺	dcjw
督促检查	dcjwi
多次出现	dcjx
大词库	dck
吊扣	dckd
雕刻	dcke
调开	dckh
点词库	dcki
凋枯	dckj
单词卡	dcko
掉坑	dckr
掉卡	dcks
多次考察	dckw
吊空	dcky
调考	dckz
电磁炉	dcl
调了	dclc
吊楼	dcld
雕镂	dcldu
碉楼	dcldv
掉了	dcle
吊兰	dclf
吊篮	dclfo
凋零	dclg
调令	dclgo
调零	dclgov
调来	dclh
叼来	dclho
调离	dclk
掉落	dcll
掉率	dclli
凋落	dcllo
调率	dclloo
调律	dcllou
吊链	dclm
掉链	dclmi
掉泪	dclw
搭错了车	dclwi
雕梁	dclx
调亮	dclxo
雕龙	dcly
戴草帽	dcm
刁民	dcmb
刁蛮	dcmf
钓名	dcmg
调母	dcmj
调门	dcmn
吊门	dcmno
调码	dcms
吊眉	dcmw
掉毛	dcmz
屌毛	dcmza
叼毛	dcmzo
吊毛	dcmzou
刁难	dcnf
刁弄	dcny
电磁谱	dcp
电磁屏蔽	dcpb
吊盘	dcpf
吊瓶	dcpg
调派	dcph
吊牌	dcpho
吊铺	dcpj
貂皮	dcpk
掉皮	dcpki
吊棚	dcpr
调配	dcpw
吊炮	dcpz
独裁者	dcq
调琴	dcqb
吊桥	dcqc
多次强调	dcqd
吊着	dcqe
叼着	dcqeo
胆粗气壮	dcqf
独裁政治	dcqfu
吊柱	dcqj
掉漆	dcqk
掉期	dcqki
钓起	dcqkiv
吊起	dcqko
吊旗	dcqkoo
调起	dcqkov
叼起	dcqkov
雕漆	dcqku
雕砌	dcqkuv
调取	dcql
调遣	dcqm
掉钱	dcqmi
掉帧	dcqn
吊针	dcqno
吊球	dcqq
貂裘	dcqqu
多次请求	dcqquo
调正	dcqr
躲藏着	dcqu
多次前往	dcqw
稻草人	dcr
叼肉	dcrd
掉肉	dcrdi
董存瑞	dcri
调入	dcrj
掉入	dcrji
调任	dcrn
掉色	dcse
雕塑	dcsj
屌丝	dcsk
吊丝	dcsko
吊死	dcskov
吊索	dcsl
断层扫描	dcsm
吊丧	dcsp
打错算盘	dcspi
吊嗓	dcspo
电磁铁	dct
大错特错	dctc
掉头	dctd
调头	dctdo
吊毯	dctf
独裁统治	dctfu
钓台	dcth
调台	dctho
钓徒	dctj
吊塔	dcts
吊桶	dcty
调通	dctyo
搭错车	dcw
吊锤	dcwb
吊车	dcwe
调车	dcweo
掉完	dcwf
刁顽	dcwfa
到此为止	dcwfv
吊床	dcwm
掉床	dcwmi
吊窗	dcwmo
吊文	dcwn
调温	dcwno
调往	dcwp
凋亡	dcwpo
调查	dcws
钓船	dcwt
调为	dcww
凋萎	dcwwo
调位	dcwwoi
吊床	dcwx
掉床	dcwxi
吊窗	dcwxo
雕虫	dcwy
电磁学	dcx
滇藏线	dcxa
调薪	dcxb
吊销	dcxc
调校	dcxco
吊孝	dcxcou
东凑西凑	dcxcv
凋谢	dcxd
刁恶	dcxe
雕鞍	dcxf
调暗	dcxfo
掉血	dcxh
电磁线	dcxi
钓饵	dcxj
东凑西借	dcxjv
调序	dcxl
掉线	dcxm
吊线	dcxmo
掉下	dcxs
调下	dcxso
掉眩	dcxt
等参线	dcxu
带刺儿	dcxv
调驯	dcxw
雕像	dcxx
调向	dcxxo
大材小用	dcxy
貂熊	dcxyu
大才小用	dcxyv
大草原	dcy
雕印	dcyb
调音	dcybo
吊瘾	dcyboo
调研	dcyf
吊唁	dcyfo
调演	dcyfoa
叼烟	dcyfoo
调阅	dcyh
多此一举	dcyj
钓誉	dcyji
独此一家	dcyju
吊椅	dcyk
调移	dcyko
钓鱼	dcyl
刁羊	dcyp
掉牙	dcys
调压	dcyso
调运	dcyw
吊运	dcywo
动词原形	dcyx
调用	dcyy
到此一游	dcyyv
电磁灶	dcz
调走	dczd
叼走	dczdo
掉在	dczh
吊在	dczho
打错字	dczi
调子	dczk
调增	dczr
刁钻	dczt
的存在	dczu
雕凿	dczz
党代表	ddb
洞洞板	ddba
都标	ddbc
都别	ddbd
当断不断	ddbdi
豆瓣	ddbf
多多保重	ddbfu
丢掉包袱	ddbfui
都病	ddbg
豆饼	ddbgv
斗败	ddbh
道德败坏	ddbho
订单编号	ddbhoo
多多包涵	ddbhu
电度表	ddbi
打电报	ddbii
都不	ddbj
道德绑架	ddbjo
兜捕	ddbju
得到补偿	ddbjuv
逗比	ddbk
陡壁	ddbka
斗笔	ddbko
都比	ddbku
逗逼	ddbkv
陡变	ddbm
蝶变	ddbmi
倒地不起	ddbq
担当不起	ddbqi
担待不起	ddbqiu
道德标准	ddbqo
得到保证	ddbqu
咄咄逼人	ddbr
大度包容	ddbrv
都把	ddbs
豆爸	ddbsv
胆大包天	ddbt
大大不同	ddbtv
都被	ddbw
叠被	ddbwa
喋喋不休	ddbx
吊带背心	ddbxo
动荡不安	ddbxv
大到暴雨	ddby
朵朵白云	ddbyu
都保	ddbz
谍报	ddbzo
豆包	ddbzv
叠翠	ddcb
躲躲藏藏	ddcc
迭代次数	ddce
跌残	ddcf
跌惨	ddcfo
都猜	ddch
大大促进	ddcj
都辞	ddck
叠词	ddcka
都错	ddcl
都藏	ddcp
碟仓	ddcpv
都曾	ddcr
叠层	ddcra
担当此任	ddcri
都存	ddcw
都从	ddcy
都操	ddcz
点点点	ddd
淡淡的	ddda
对对对	dddaa
都对	dddb
跌掉	dddc
抖掉	dddci
痘痘	dddd
弹道导弹	dddda
滴滴答答	ddddaa
叠叠	ddddaa
滴滴嗒嗒	ddddaa
点点滴滴	ddddi
抖抖	ddddii
蝶窦	ddddio
点到多点	ddddiv
单打独斗	ddddo
叮叮当当	ddddoo
懂的都懂	ddddou
爹爹	ddddu
都跌	dddduo
兜兜	dddduu
豆豆	ddddv
地地道道	ddddvv
都得	ddde
跌的	dddeo
多大点事	dddeu
多大的事	dddeuv
逗得	dddev
大多都是	dddevu
叠氮	dddf
斗胆	dddfo
单刀多掷	dddfoa
都定	dddg
蝶啶	dddgi
豆丁	dddgv
迭代	dddh
都带	dddhu
打点滴	dddi
点对点	dddia
点到点	dddiv
当地的	dddivu
都读	dddj
滴滴打车	dddja
陡度	dddjao
兜肚	dddju
兜底	dddk
爹地	dddku
都多	dddl
逗点	dddm
鼎鼎大名	dddmi
叮叮当	dddo
呆呆地	dddoo
咚咚咚	dddooo
单独地	dddou
单独的	dddouu
跌宕	dddp
螲蟷	dddpi
跌荡	dddpo
兜裆	dddpu
大敌当前	dddq
得道多助	dddqu
动刀动枪	dddqv
豆等	dddr
都打	ddds
跌打	dddso
斗大	dddsov
豆大	dddsv
跌断	dddt
多得多	dddu
短短的	ddduu
得到的	ddduv
的地得	ddduvu
大大的	dddv
地对地	dddva
大得多	dddvu
都得	dddw
滴滴打车	dddwa
低等动物	dddwi
嘀嘀打车	dddwo
独断独行	dddx
道德底线	dddxo
颠东倒西	dddxu
抖动	dddy
都到	dddz
跌倒	dddzo
窦道	dddzoo
跌到	dddzov
斗大的字	dddzov
大多数	dde
对的上	ddea
都睡	ddeb
跌水	ddebo
都收	dded
斗兽	ddedo
兜售	ddedu
都受	ddeduu
大多数的	ddedv
多多少少	ddee
打打杀杀	ddeei
躲躲闪闪	ddeeu
陡山	ddef
单刀双掷	ddefo
颠倒是非	ddefu
敌对双方	ddefua
动动手指	ddefv
到底是个	ddeg
当代社会	ddeh
对得上号	ddeha
党的十一届三中全会	ddehi
低调奢华	ddehio
大多时候	ddehv
抵得上	ddei
打单身	ddeio
电动势	ddeiv
打地鼠	ddeivu
都输	ddej
当地时间	ddeji
低端手机	ddejio
等待时机	ddeju
大胆实践	ddejv
都使	ddek
陡势	ddeka
斗士	ddeko
跌势	ddekoi
斗室	ddekoo
都是	ddeku
都说	ddel
敌对势力	ddelu
都深	dden
订单数	ddeo
断代史	ddeoi
单单是	ddeoo
调度室	ddeooo
吊带衫	ddeov
都上	ddep
跌伤	ddepo
道德水平	ddepou
逗耍	ddeq
都生	dder
叠声	ddera
陡升	dderau
斗胜	ddero
大多数人	dderv
豆沙	ddes
跌杀	ddeso
得道升天	ddet
多的是	ddeu
丹东市	ddeuv
到底是	ddev
大都是	ddevu
大多是	ddevuo
大都市	ddevuo
低等生物	ddew
倒地身亡	ddewi
大多数情况下	ddex
多多熟悉	ddexu
大胆设想	ddexv
地动山摇	ddey
单独使用	ddeyo
都少	ddez
的地方	ddf
多多指点	ddfd
兜着	ddfe
道德风尚	ddfeo
颠倒众生	ddfeu
跌跌撞撞	ddff
端端庄庄	ddffo
兜兜转转	ddffu
等待之中	ddffuu
大大方方	ddffv
当代中国	ddfg
大地飞歌	ddfgv
单刀赴会	ddfh
独断专横	ddfhu
豆腐	ddfj
跌幅	ddfjo
独到之处	ddfju
多多指教	ddfjuu
大道至简	ddfjv
大胆之举	ddfjvu
斗志	ddfk
叠置	ddfka
叠纸	ddfkaa
陡直	ddfkau
跌至	ddfko
斗智	ddfkou
豆汁	ddfkv
大打折扣	ddfkvi
都装	ddfm
跌撞	ddfmo
等等方面	ddfmu
蝶粉	ddfn
当打之年	ddfni
豆粉	ddfnv
冻豆腐	ddfo
叠放	ddfp
叠放	ddfpa
斗方	ddfpo
党的方针	ddfq
大胆追求	ddfqv
兜风	ddfr
跌风	ddfro
单刀直入	ddfroa
斗法	ddfs
迭发	ddfsu
豆渣	ddfsv
都转	ddft
陡转	ddfta
敌对状态	ddftu
多党制	ddfu
都飞	ddfw
滴滴专车	ddfwa
蝶飞	ddfwi
低等植物	ddfwiu
单调乏味	ddfwo
都装	ddfx
跌撞	ddfxo
独断专行	ddfxu
等等这些	ddfxuu
大胆放心	ddfxv
都种	ddfy
东道之谊	ddfyv
谍照	ddfz
敌对分子	ddfzu
道德观	ddg
都归	ddgb
都够	ddgd
等待戈多	ddgdu
斗歌	ddge
咄咄怪事	ddgeo
道德高尚	ddgeou
迭戈	ddgeu
大大改善	ddgev
都敢	ddgf
道德规范	ddgfo
多多关照	ddgfu
豆干	ddgfv
都怪	ddgg
嘀嘀咕咕	ddggo
大动干戈	ddggv
都该	ddgh
大动肝火	ddghv
捣蛋鬼	ddgi
打得过	ddgiu
窦固	ddgj
蝶骨	ddgji
都过	ddgl
党的纲领	ddgli
都广	ddgm
都跟	ddgn
道德观念	ddgno
逗哏	ddgnv
道德感	ddgo
都刚	ddgp
跌打滚爬	ddgpo
多多关照	ddgq
点点关注	ddgqi
豆羹	ddgr
得道高僧	ddgs
都管	ddgt
东道国	ddgv
大帝国	ddgvo
都给	ddgw
都广	ddgx
多多感谢	ddgxu
斗栱	ddgy
斗拱	ddgyo
都搞	ddgz
豆糕	ddgzv
打电话	ddh
都会	ddhb
跌回	ddhbo
颠倒黑白	ddhbu
都和	ddhe
叠合	ddhea
打道回府	ddhf
打道回府	ddhfi
都坏	ddhg
都还	ddhh
抖抖豁豁	ddhhi
党代会	ddhi
打得好	ddhiu
都护	ddhj
得到缓解	ddhju
大地回春	ddhjv
打电话来	ddhl
抖豁	ddhli
都很	ddhn
订单号	ddho
定单号	ddhoo
呆得很	ddhou
调档函	ddhov
得到好评	ddhp
叠化	ddhq
豆花	ddhqv
打得火热	ddhr
都换	ddht
窦缓	ddhto
丹顶鹤	ddhu
多得很	ddhuu
大渡河	ddhv
大都会	ddhvu
大得很	ddhvuu
大地红	ddhvv
都黑	ddhw
都红	ddhy
都好	ddhz
叠好	ddhza
多党合作	ddhzu
逗号	ddhzv
电动车	ddj
对顶角	ddja
跌进	ddjb
等待成本	ddjbu
豆角	ddjc
跌跤	ddjco
都接	ddjd
都借	ddjdu
豆秸	ddjdv
大大降低	ddjdvv
斗车	ddje
党的建设	ddjei
道德建设	ddjeo
大打出手	ddjev
大胆尝试	ddjevu
抖颤	ddjf
蛋打鸡飞	ddjfa
点到即止	ddjfi
碟竞	ddjg
电动机	ddji
低端机	ddjio
都出	ddjj
叠出	ddjja
抖出	ddjji
奠定基础	ddjjo
跌出	ddjjoa
道德基础	ddjjou
迭出	ddjju
独到见解	ddjjuv
得到解决	ddjjuv
逗句	ddjjv
大大超出	ddjjvv
斗鸡	ddjk
陡急	ddjka
斗技	ddjko
都记	ddjku
多点触控	ddjkui
都寄	ddjkuo
碟机	ddjkv
都具	ddjl
党的纪律	ddjli
鲽鹣	ddjm
当地居民	ddjmi
单独见面	ddjmo
多点触摸	ddjmu
道德经	ddjo
定点厂	ddjoi
跺跺脚	ddjoo
斗酒	ddjq
大大加强	ddjqv
都称	ddjr
叠成	ddjra
都成	ddjru
叠加	ddjs
跌价	ddjso
都加	ddjsu
豆荚	ddjsv
短短几天	ddjt
等得及	ddju
等得急	ddjuu
东大街	ddjv
都纯	ddjw
陡峻	ddjwa
豆浆	ddjx
陡降	ddjxa
滴滴出行	ddjxaa
嘀嘀出行	ddjxo
都将	ddjxu
得道成仙	ddjxuo
都讲	ddjxuo
道德教育	ddjy
大大超越	ddjyv
都超	ddjz
豆蔻	ddkd
斗口	ddkdo
都扣	ddkdu
得到肯定	ddkduv
都可	ddke
豆科	ddkev
豆客	ddkevo
豆壳	ddkevv
都看	ddkf
大刀阔斧	ddkfv
都快	ddkg
都开	ddkh
打底裤	ddki
都哭	ddkj
的的喀喀	ddkk
都扩	ddkl
斗筐	ddkm
都肯	ddkn
痘坑	ddkr
都卡	ddks
大胆狂徒	ddkt
大渡口	ddkv
地对空	ddkva
都困	ddkw
斗筐	ddkx
都空	ddky
单调枯燥	ddkz
得到了	ddl
抖搂	ddld
党的领导	ddldi
跌了	ddle
的道路上	ddleu
逗乐	ddlev
都兰	ddlf
兜揽	ddlfu
都灵	ddlg
叠岭	ddlga
都来	ddlh
打灯笼	ddli
抖露	ddlj
多多了解	ddlju
兜里	ddlk
陡立	ddlka
斗笠	ddlko
豆粒	ddlkv
跌落	ddll
抖落	ddlli
斗罗	ddllo
度德量力	ddllou
都绿	ddllu
大大咧咧	ddllv
豆绿	ddllva
都练	ddlm
蝶恋	ddlmi
迭连	ddlmu
懂得了	ddlo
奠定了	ddloo
逗留	ddlq
都愣	ddlr
都拉	ddls
道德沦丧	ddlso
都乱	ddlt
狄德罗	ddlu
答对了	ddlua
的道理	ddluo
的道路	ddluoo
多大了	ddluv
达到了	ddlv
大道理	ddlvo
带动力	ddlvv
都累	ddlw
蝶类	ddlwi
斗轮	ddlwo
豆类	ddlwv
斗量	ddlx
党的路线	ddlxi
多多练习	ddlxu
达达里奥	ddlxv
兜拢	ddly
都老	ddlz
大动脉	ddm
达到目标	ddmb
豆苗	ddmc
都某	ddmd
兜鍪	ddmdu
达到目的	ddmdv
道德模范	ddmf
点多面广	ddmg
盯裆猫	ddmi
都目	ddmj
斗米	ddmk
豆面	ddmm
弟弟妹妹	ddmmo
大吊萌妹	ddmmv
大屌萌妹	ddmmva
斗门	ddmn
叮当猫	ddmo
都忙	ddmp
迭忙	ddmpu
蝶梦	ddmr
爹妈	ddms
斗嘛	ddmso
都骂	ddmsu
豆妈	ddmsv
电动摩托	ddmt
都没	ddmw
都美	ddmwu
多多美言	ddmy
兜帽	ddmz
大道南	ddn
都难	ddnf
豆奶	ddnh
打电脑	ddni
都怒	ddnj
动点脑筋	ddnjv
逗你	ddnk
打打闹闹	ddnn
嘟嘟囔囔	ddnno
懂电脑	ddno
斗牛	ddnq
都能	ddnr
都拿	ddns
爹娘	ddnx
豆娘	ddnxv
逗弄	ddny
动动脑子	ddnz
电灯泡	ddp
对对碰	ddpa
